id,t,mu,g1,g2,W1,W2,prob_treat,treated,post,true_te,F1,F2,factor_prod,g,treat,rel_year,eps,y
3,12,0.2672213572929433,0.2672213572929433,1,1.4448495883176915,2.0051555848523126,0.5,TRUE,FALSE,0,1,-0.956808727823368,-0.6895873705304247,13,0,-1,-0.8526392689703471,-1.5422266395007718
3,13,0.2672213572929433,0.2672213572929433,1,1.4448495883176915,2.0051555848523126,0.5,TRUE,TRUE,1,1,-0.6935734437757719,-0.42635208648282863,13,1,0,0.10616964908682162,0.679817562603993
4,9,0.26164631148963824,0.26164631148963824,1,0.618828428196875,1.9199922121484643,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.038129097201558604,Inf,0,-10,-0.18486580022169452,-0.22299489742325312
4,10,0.26164631148963824,0.26164631148963824,1,0.618828428196875,1.9199922121484643,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.013185273129929953,Inf,0,-10,-0.4235993741164824,-0.43678464724641236
4,11,0.26164631148963824,0.26164631148963824,1,0.618828428196875,1.9199922121484643,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-0.4079869298268586,Inf,0,-10,0.3667638791950638,-0.041223050631794766
4,12,0.26164631148963824,0.26164631148963824,1,0.618828428196875,1.9199922121484643,0.5,FALSE,FALSE,0,1,-0.956808727823368,-0.6951624163337298,Inf,0,-10,1.047657871028923,0.3524954546951933
4,13,0.26164631148963824,0.26164631148963824,1,0.618828428196875,1.9199922121484643,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-0.43192713228613366,Inf,0,-10,-1.2510926016881365,-1.68301973397427
5,9,-0.10942559841666522,-0.10942559841666522,1,-0.3462228287341793,2.082957998393594,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.40920100710786206,Inf,0,-10,0.20519932435222593,-0.20400168275563613
5,10,-0.10942559841666522,-0.10942559841666522,1,-0.3462228287341793,2.082957998393594,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.3842571830362334,Inf,0,-10,0.03501413026754089,-0.3492430527686925
5,11,-0.10942559841666522,-0.10942559841666522,1,-0.3462228287341793,2.082957998393594,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-0.779058839733162,Inf,0,-10,0.1914078589298025,-0.5876509808033595
5,12,-0.10942559841666522,-0.10942559841666522,1,-0.3462228287341793,2.082957998393594,0.5,FALSE,FALSE,0,1,-0.956808727823368,-1.0662343262400333,Inf,0,-10,1.4657314967260375,0.3994971704860042
5,13,-0.10942559841666522,-0.10942559841666522,1,-0.3462228287341793,2.082957998393594,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-0.8029990421924371,Inf,0,-10,0.7979759193189352,-0.005023122873501928
6,9,0.9222768649109073,0.9222768649109073,1,1.549110337351177,2.3285388879745037,0.5,FALSE,FALSE,0,1,-0.29977540869119684,0.6225014562197104,Inf,0,-10,-3.218291550839454,-2.595790094619743
6,10,0.9222768649109073,0.9222768649109073,1,1.549110337351177,2.3285388879745037,0.5,FALSE,FALSE,0,1,-0.2748315846195682,0.6474452802913391,Inf,0,-10,1.8588136311443721,2.5062589114357112
6,11,0.9222768649109073,0.9222768649109073,1,1.549110337351177,2.3285388879745037,0.5,FALSE,FALSE,0,1,-0.6696332413164968,0.2526436235944105,Inf,0,-10,-0.7865776889458544,-0.5339340653514439
6,12,0.9222768649109073,0.9222768649109073,1,1.549110337351177,2.3285388879745037,0.5,FALSE,FALSE,0,1,-0.956808727823368,-0.03453186291246069,Inf,0,-10,-0.1498017111420198,-0.18433357405448048
6,13,0.9222768649109073,0.9222768649109073,1,1.549110337351177,2.3285388879745037,0.5,FALSE,TRUE,1,1,-0.6935734437757719,0.22870342113513542,Inf,0,-10,0.6039128574273241,0.8326162785624596
7,9,1.1320496188200264,1.1320496188200264,1,0.11028556757073615,1.578583642021252,0.5,TRUE,FALSE,0,1,-0.29977540869119684,0.8322742101288296,13,0,-4,0.1646563690154276,0.9969305791442572
7,10,1.1320496188200264,1.1320496188200264,1,0.11028556757073615,1.578583642021252,0.5,TRUE,FALSE,0,1,-0.2748315846195682,0.8572180342004583,13,0,-3,0.8853614608448648,1.742579495045323
7,11,1.1320496188200264,1.1320496188200264,1,0.11028556757073615,1.578583642021252,0.5,TRUE,FALSE,0,1,-0.6696332413164968,0.4624163775035296,13,0,-2,0.7015404568203157,1.1639568343238453
7,12,1.1320496188200264,1.1320496188200264,1,0.11028556757073615,1.578583642021252,0.5,TRUE,FALSE,0,1,-0.956808727823368,0.1752408909966584,13,0,-1,0.31068755436643025,0.48592844536308866
7,13,1.1320496188200264,1.1320496188200264,1,0.11028556757073615,1.578583642021252,0.5,TRUE,TRUE,1,1,-0.6935734437757719,0.4384761750442545,13,1,0,-0.7708272926588039,0.6676488823854506
8,9,-0.24255341368645844,-0.24255341368645844,1,-0.39931583757005057,1.156241000211162,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.5423288223776552,Inf,0,-10,-0.7309249985276038,-1.273253820905259
8,10,-0.24255341368645844,-0.24255341368645844,1,-0.39931583757005057,1.156241000211162,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.5173849983060266,Inf,0,-10,0.9602155605667001,0.4428305622606735
8,11,-0.24255341368645844,-0.24255341368645844,1,-0.39931583757005057,1.156241000211162,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-0.9121866550029553,Inf,0,-10,-0.5647311764183421,-1.4769178314212974
8,12,-0.24255341368645844,-0.24255341368645844,1,-0.39931583757005057,1.156241000211162,0.5,FALSE,FALSE,0,1,-0.956808727823368,-1.1993621415098263,Inf,0,-10,0.4589618891258059,-0.7404002523840205
8,13,-0.24255341368645844,-0.24255341368645844,1,-0.39931583757005057,1.156241000211162,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-0.9361268574622303,Inf,0,-10,-0.3235715596162337,-1.259698417078464
9,9,3.1672773198881705,3.1672773198881705,1,3.202098023503014,1.8748947708579238,0.5,FALSE,FALSE,0,1,-0.29977540869119684,2.8675019111969737,Inf,0,-10,-1.3111668881528211,1.5563350230441526
9,10,3.1672773198881705,3.1672773198881705,1,3.202098023503014,1.8748947708579238,0.5,FALSE,FALSE,0,1,-0.2748315846195682,2.8924457352686024,Inf,0,-10,-0.8973442621783023,1.9951014730903
9,11,3.1672773198881705,3.1672773198881705,1,3.202098023503014,1.8748947708579238,0.5,FALSE,FALSE,0,1,-0.6696332413164968,2.497644078571674,Inf,0,-10,-0.7326197905250766,1.7650242880465972
9,12,3.1672773198881705,3.1672773198881705,1,3.202098023503014,1.8748947708579238,0.5,FALSE,FALSE,0,1,-0.956808727823368,2.2104685920648026,Inf,0,-10,0.21557805313173078,2.4260466451965335
9,13,3.1672773198881705,3.1672773198881705,1,3.202098023503014,1.8748947708579238,0.5,FALSE,TRUE,1,1,-0.6935734437757719,2.4737038761123986,Inf,0,-10,-0.6824218074423352,1.7912820686700635
10,9,1.8198550363583914,1.8198550363583914,1,1.9223468030342044,0.008304623148614021,0.5,FALSE,FALSE,0,1,-0.29977540869119684,1.5200796276671946,Inf,0,-10,-1.0732964207558808,0.4467832069113138
10,10,1.8198550363583914,1.8198550363583914,1,1.9223468030342044,0.008304623148614021,0.5,FALSE,FALSE,0,1,-0.2748315846195682,1.5450234517388233,Inf,0,-10,-0.4001278739010536,1.1448955778377696
10,11,1.8198550363583914,1.8198550363583914,1,1.9223468030342044,0.008304623148614021,0.5,FALSE,FALSE,0,1,-0.6696332413164968,1.1502217950418947,Inf,0,-10,-0.1935441830340986,0.9566776120077961
10,12,1.8198550363583914,1.8198550363583914,1,1.9223468030342044,0.008304623148614021,0.5,FALSE,FALSE,0,1,-0.956808727823368,0.8630463085350234,Inf,0,-10,-1.303003966899785,-0.43995765836476164
10,13,1.8198550363583914,1.8198550363583914,1,1.9223468030342044,0.008304623148614021,0.5,FALSE,TRUE,1,1,-0.6935734437757719,1.1262815925826195,Inf,0,-10,0.9849592858117192,2.1112408783943386
11,9,1.9452073883949026,1.9452073883949026,1,3.2811957537286185,1.3596957786405444,0.5,FALSE,FALSE,0,1,-0.29977540869119684,1.6454319797037058,Inf,0,-10,-0.7889092850043111,0.8565226946993947
11,10,1.9452073883949026,1.9452073883949026,1,3.2811957537286185,1.3596957786405444,0.5,FALSE,FALSE,0,1,-0.2748315846195682,1.6703758037753345,Inf,0,-10,-0.8055006322845071,0.8648751714908274
11,11,1.9452073883949026,1.9452073883949026,1,3.2811957537286185,1.3596957786405444,0.5,FALSE,FALSE,0,1,-0.6696332413164968,1.2755741470784057,Inf,0,-10,0.7778159211629233,2.053390068241329
11,12,1.9452073883949026,1.9452073883949026,1,3.2811957537286185,1.3596957786405444,0.5,FALSE,FALSE,0,1,-0.956808727823368,0.9883986605715346,Inf,0,-10,0.07295729745826837,1.0613559580298029
11,13,1.9452073883949026,1.9452073883949026,1,3.2811957537286185,1.3596957786405444,0.5,FALSE,TRUE,1,1,-0.6935734437757719,1.2516339446191307,Inf,0,-10,0.2684365825920788,1.5200705272112094
12,9,-0.11217579642886788,-0.11217579642886788,1,1.8908837006380588,-0.5437561597485026,0.5,TRUE,FALSE,0,1,-0.29977540869119684,-0.4119512051200647,13,0,-4,-1.1790924551583344,-1.591043660278399
12,10,-0.11217579642886788,-0.11217579642886788,1,1.8908837006380588,-0.5437561597485026,0.5,TRUE,FALSE,0,1,-0.2748315846195682,-0.38700738104843607,13,0,-3,0.8744334452522944,0.4874260642038583
12,11,-0.11217579642886788,-0.11217579642886788,1,1.8908837006380588,-0.5437561597485026,0.5,TRUE,FALSE,0,1,-0.6696332413164968,-0.7818090377453647,13,0,-2,0.15674465901623388,-0.6250643787291308
12,12,-0.11217579642886788,-0.11217579642886788,1,1.8908837006380588,-0.5437561597485026,0.5,TRUE,FALSE,0,1,-0.956808727823368,-1.0689845242522358,13,0,-1,0.18722420294703565,-0.8817603213052001
12,13,-0.11217579642886788,-0.11217579642886788,1,1.8908837006380588,-0.5437561597485026,0.5,TRUE,TRUE,1,1,-0.6935734437757719,-0.8057492402046398,13,1,0,1.3564362883522256,1.5506870481475858
13,9,0.42417269585296535,0.42417269585296535,1,0.22732676395290755,0.1725024423658481,0.5,TRUE,FALSE,0,1,-0.29977540869119684,0.12439728716176851,13,0,-4,0.25994601381400556,0.38434330097577407
13,10,0.42417269585296535,0.42417269585296535,1,0.22732676395290755,0.1725024423658481,0.5,TRUE,FALSE,0,1,-0.2748315846195682,0.14934111123339716,13,0,-3,0.24046894970482405,0.38981006093822124
13,11,0.42417269585296535,0.42417269585296535,1,0.22732676395290755,0.1725024423658481,0.5,TRUE,FALSE,0,1,-0.6696332413164968,-0.24546054546353147,13,0,-2,-1.2373090453800581,-1.4827695908435896
13,12,0.42417269585296535,0.42417269585296535,1,0.22732676395290755,0.1725024423658481,0.5,TRUE,FALSE,0,1,-0.956808727823368,-0.5326360319704027,13,0,-1,1.6010604863768667,1.068424454406464
13,13,0.42417269585296535,0.42417269585296535,1,0.22732676395290755,0.1725024423658481,0.5,TRUE,TRUE,1,1,-0.6935734437757719,-0.26940074792280655,13,1,0,0.7606165128831947,1.491215764960388
14,9,1.3297930067780275,1.3297930067780275,1,-0.366579703919407,-0.7433057623028456,0.5,FALSE,FALSE,0,1,-0.29977540869119684,1.0300175980868307,Inf,0,-10,0.13210089232362385,1.1621184904104545
14,10,1.3297930067780275,1.3297930067780275,1,-0.366579703919407,-0.7433057623028456,0.5,FALSE,FALSE,0,1,-0.2748315846195682,1.0549614221584593,Inf,0,-10,-0.48092166455324215,0.5740397576052172
14,11,1.3297930067780275,1.3297930067780275,1,-0.366579703919407,-0.7433057623028456,0.5,FALSE,FALSE,0,1,-0.6696332413164968,0.6601597654615307,Inf,0,-10,-0.6687512164657806,-0.008591451004249961
14,12,1.3297930067780275,1.3297930067780275,1,-0.366579703919407,-0.7433057623028456,0.5,FALSE,FALSE,0,1,-0.956808727823368,0.37298427895465947,Inf,0,-10,-1.4450302848455525,-1.072046005890893
14,13,1.3297930067780275,1.3297930067780275,1,-0.366579703919407,-0.7433057623028456,0.5,FALSE,TRUE,1,1,-0.6935734437757719,0.6362195630022556,Inf,0,-10,0.7897114505839544,1.42593101358621
15,9,-1.4614082369296306,-1.4614082369296306,1,-1.7534447958607333,-0.34875289476027205,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-1.7611836456208274,Inf,0,-10,-0.09553938585811013,-1.8567230314789376
15,10,-1.4614082369296306,-1.4614082369296306,1,-1.7534447958607333,-0.34875289476027205,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-1.7362398215491988,Inf,0,-10,-1.5693251017269987,-3.305564923276197
15,11,-1.4614082369296306,-1.4614082369296306,1,-1.7534447958607333,-0.34875289476027205,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-2.1310414782461273,Inf,0,-10,0.7274949985647402,-1.403546479681387
15,12,-1.4614082369296306,-1.4614082369296306,1,-1.7534447958607333,-0.34875289476027205,0.5,FALSE,FALSE,0,1,-0.956808727823368,-2.4182169647529985,Inf,0,-10,0.6269975889309991,-1.7912193758219994
15,13,-1.4614082369296306,-1.4614082369296306,1,-1.7534447958607333,-0.34875289476027205,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-2.1549816807054025,Inf,0,-10,1.1199050498942136,-1.035076630811189
16,9,0.24347174760778012,0.24347174760778012,1,0.7171855284030461,1.7589871948554623,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.05630366108341672,Inf,0,-10,1.1503114504805079,1.0940077893970912
16,10,0.24347174760778012,0.24347174760778012,1,0.7171855284030461,1.7589871948554623,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.03135983701178807,Inf,0,-10,-1.1339258552772542,-1.1652856922890422
16,11,0.24347174760778012,0.24347174760778012,1,0.7171855284030461,1.7589871948554623,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-0.4261614937087167,Inf,0,-10,-0.9496514989940852,-1.375812992702802
16,12,0.24347174760778012,0.24347174760778012,1,0.7171855284030461,1.7589871948554623,0.5,FALSE,FALSE,0,1,-0.956808727823368,-0.7133369802155879,Inf,0,-10,1.0681360251240108,0.35479904490842296
16,13,0.24347174760778012,0.24347174760778012,1,0.7171855284030461,1.7589871948554623,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-0.4501016961679918,Inf,0,-10,-0.2562914160434029,-0.7063931122113947
17,9,0.10791696459097566,0.10791696459097566,1,0.515256700700524,0.14608051503882424,0.5,TRUE,FALSE,0,1,-0.29977540869119684,-0.19185844410022118,13,0,-4,-0.5217671481036036,-0.7136255922038248
17,10,0.10791696459097566,0.10791696459097566,1,0.515256700700524,0.14608051503882424,0.5,TRUE,FALSE,0,1,-0.2748315846195682,-0.16691462002859253,13,0,-3,0.5796970908295911,0.41278247080099856
17,11,0.10791696459097566,0.10791696459097566,1,0.515256700700524,0.14608051503882424,0.5,TRUE,FALSE,0,1,-0.6696332413164968,-0.5617162767255212,13,0,-2,-0.2710778026692144,-0.8327940793947355
17,12,0.10791696459097566,0.10791696459097566,1,0.515256700700524,0.14608051503882424,0.5,TRUE,FALSE,0,1,-0.956808727823368,-0.8488917632323923,13,0,-1,-0.10034301807560195,-0.9492347813079943
17,13,0.10791696459097566,0.10791696459097566,1,0.515256700700524,0.14608051503882424,0.5,TRUE,TRUE,1,1,-0.6935734437757719,-0.5856564791847962,13,1,0,-0.9942654594666162,-0.5799219386514124
18,9,1.4671958352688659,1.4671958352688659,1,0.2554122245147148,-0.616437130083628,0.5,FALSE,FALSE,0,1,-0.29977540869119684,1.167420426577669,Inf,0,-10,-0.21767361722747014,0.949746809350199
18,10,1.4671958352688659,1.4671958352688659,1,0.2554122245147148,-0.616437130083628,0.5,FALSE,FALSE,0,1,-0.2748315846195682,1.1923642506492977,Inf,0,-10,1.6178470360192314,2.810211286668529
18,11,1.4671958352688659,1.4671958352688659,1,0.2554122245147148,-0.616437130083628,0.5,FALSE,FALSE,0,1,-0.6696332413164968,0.7975625939523691,Inf,0,-10,0.8063039794245013,1.6038665733768704
18,12,1.4671958352688659,1.4671958352688659,1,0.2554122245147148,-0.616437130083628,0.5,FALSE,FALSE,0,1,-0.956808727823368,0.5103871074454979,Inf,0,-10,0.7948396905045569,1.3052267979500547
18,13,1.4671958352688659,1.4671958352688659,1,0.2554122245147148,-0.616437130083628,0.5,FALSE,TRUE,1,1,-0.6935734437757719,0.773622391493094,Inf,0,-10,-0.2399515379000833,0.5336708535930107
19,9,1.645162492145428,1.645162492145428,1,0.6021183667463661,1.0648643431659173,0.5,FALSE,FALSE,0,1,-0.29977540869119684,1.3453870834542312,Inf,0,-10,0.3343682424273922,1.6797553258816234
19,10,1.645162492145428,1.645162492145428,1,0.6021183667463661,1.0648643431659173,0.5,FALSE,FALSE,0,1,-0.2748315846195682,1.3703309075258598,Inf,0,-10,0.9266196860821383,2.296950593607998
19,11,1.645162492145428,1.645162492145428,1,0.6021183667463661,1.0648643431659173,0.5,FALSE,FALSE,0,1,-0.6696332413164968,0.9755292508289312,Inf,0,-10,-0.6219308211172716,0.35359842971165956
19,12,1.645162492145428,1.645162492145428,1,0.6021183667463661,1.0648643431659173,0.5,FALSE,FALSE,0,1,-0.956808727823368,0.68835376432206,Inf,0,-10,2.199711475224502,2.8880652395465622
19,13,1.645162492145428,1.645162492145428,1,0.6021183667463661,1.0648643431659173,0.5,FALSE,TRUE,1,1,-0.6935734437757719,0.9515890483696561,Inf,0,-10,0.7617334018468408,1.7133224502164968
20,9,-0.5247640902351709,-0.5247640902351709,1,0.5770418520597294,1.3374448599899336,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.8245394989263677,Inf,0,-10,-1.285350329019796,-2.109889827946164
20,10,-0.5247640902351709,-0.5247640902351709,1,0.5770418520597294,1.3374448599899336,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.799595674854739,Inf,0,-10,1.1511659691385396,0.3515702942838006
20,11,-0.5247640902351709,-0.5247640902351709,1,0.5770418520597294,1.3374448599899336,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-1.1943973315516678,Inf,0,-10,1.7044916775337646,0.5100943459820968
20,12,-0.5247640902351709,-0.5247640902351709,1,0.5770418520597294,1.3374448599899336,0.5,FALSE,FALSE,0,1,-0.956808727823368,-1.481572818058539,Inf,0,-10,-0.3532858389428885,-1.8348586570014276
20,13,-0.5247640902351709,-0.5247640902351709,1,0.5770418520597294,1.3374448599899336,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-1.2183375340109428,Inf,0,-10,-0.24610686748777427,-1.464444401498717
21,9,-0.47623133046991106,-0.47623133046991106,1,-0.7704175070598205,1.5073882588136094,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.7760067391611079,Inf,0,-10,-0.94683549305018,-1.722842232211288
21,10,-0.47623133046991106,-0.47623133046991106,1,-0.7704175070598205,1.5073882588136094,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.7510629150894792,Inf,0,-10,-0.32620056657819874,-1.077263481667678
21,11,-0.47623133046991106,-0.47623133046991106,1,-0.7704175070598205,1.5073882588136094,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-1.145864571786408,Inf,0,-10,0.08298195929960632,-1.0628826124868016
21,12,-0.47623133046991106,-0.47623133046991106,1,-0.7704175070598205,1.5073882588136094,0.5,FALSE,FALSE,0,1,-0.956808727823368,-1.4330400582932792,Inf,0,-10,-0.7895959951335925,-2.2226360534268714
21,13,-0.47623133046991106,-0.47623133046991106,1,-0.7704175070598205,1.5073882588136094,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-1.169804774245683,Inf,0,-10,-1.012135325159091,-2.181940099404774
22,9,1.174256855368789,1.174256855368789,1,1.9731008594741812,-0.10641116062193823,0.5,FALSE,FALSE,0,1,-0.29977540869119684,0.8744814466775923,Inf,0,-10,-0.29117922788183304,0.5833022187957593
22,10,1.174256855368789,1.174256855368789,1,1.9731008594741812,-0.10641116062193823,0.5,FALSE,FALSE,0,1,-0.2748315846195682,0.899425270749221,Inf,0,-10,1.0607821025666881,1.960207373315909
22,11,1.174256855368789,1.174256855368789,1,1.9731008594741812,-0.10641116062193823,0.5,FALSE,FALSE,0,1,-0.6696332413164968,0.5046236140522923,Inf,0,-10,-1.7011184385727613,-1.1964948245204692
22,12,1.174256855368789,1.174256855368789,1,1.9731008594741812,-0.10641116062193823,0.5,FALSE,FALSE,0,1,-0.956808727823368,0.2174481275454211,Inf,0,-10,0.6419813962339002,0.8594295237793212
22,13,1.174256855368789,1.174256855368789,1,1.9731008594741812,-0.10641116062193823,0.5,FALSE,TRUE,1,1,-0.6935734437757719,0.4806834115930172,Inf,0,-10,1.0442881424605182,1.5249715540535353
23,9,-0.00931841740944761,-0.00931841740944761,1,-1.3388407303376084,0.48682378908817436,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.30909382610064445,Inf,0,-10,0.6216559021707551,0.3125620760701106
23,10,-0.00931841740944761,-0.00931841740944761,1,-1.3388407303376084,0.48682378908817436,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.2841500020290158,Inf,0,-10,-2.519853085601248,-2.804003087630264
23,11,-0.00931841740944761,-0.00931841740944761,1,-1.3388407303376084,0.48682378908817436,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-0.6789516587259444,Inf,0,-10,-0.4859930467618677,-1.1649447054878121
23,12,-0.00931841740944761,-0.00931841740944761,1,-1.3388407303376084,0.48682378908817436,0.5,FALSE,FALSE,0,1,-0.956808727823368,-0.9661271452328156,Inf,0,-10,0.057646915123654524,-0.9084802301091611
23,13,-0.00931841740944761,-0.00931841740944761,1,-1.3388407303376084,0.48682378908817436,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-0.7028918611852195,Inf,0,-10,-0.5759929872651651,-1.2788848484503847
24,9,0.3039099562763442,0.3039099562763442,1,-1.9489652024228814,-0.9221128631486661,0.5,TRUE,FALSE,0,1,-0.29977540869119684,0.004134547585147363,13,0,-4,0.5515635309466996,0.555698078531847
24,10,0.3039099562763442,0.3039099562763442,1,-1.9489652024228814,-0.9221128631486661,0.5,TRUE,FALSE,0,1,-0.2748315846195682,0.029078371656776014,13,0,-3,-1.1588861916809279,-1.129807820024152
24,11,0.3039099562763442,0.3039099562763442,1,-1.9489652024228814,-0.9221128631486661,0.5,TRUE,FALSE,0,1,-0.6696332413164968,-0.3657232850401526,13,0,-2,0.3372207799486698,-0.028502505091482833
24,12,0.3039099562763442,0.3039099562763442,1,-1.9489652024228814,-0.9221128631486661,0.5,TRUE,FALSE,0,1,-0.956808727823368,-0.6528987715470238,13,0,-1,0.05132190154583447,-0.6015768700011893
24,13,0.3039099562763442,0.3039099562763442,1,-1.9489652024228814,-0.9221128631486661,0.5,TRUE,TRUE,1,1,-0.6935734437757719,-0.3896634874994277,13,1,0,-1.9900217144329964,-1.379685201932424
25,9,0.22686148303588616,0.22686148303588616,1,0.8269195463617569,0.5932923788382172,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.07291392565531069,Inf,0,-10,1.2794530437508678,1.2065391180955571
25,10,0.22686148303588616,0.22686148303588616,1,0.8269195463617569,0.5932923788382172,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.047970101583682034,Inf,0,-10,1.188933699162521,1.140963597578839
25,11,0.22686148303588616,0.22686148303588616,1,0.8269195463617569,0.5932923788382172,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-0.44277175828061066,Inf,0,-10,-0.7019300742106094,-1.14470183249122
25,12,0.22686148303588616,0.22686148303588616,1,0.8269195463617569,0.5932923788382172,0.5,FALSE,FALSE,0,1,-0.956808727823368,-0.7299472447874819,Inf,0,-10,-0.02670739625610466,-0.7566546410435865
25,13,0.22686148303588616,0.22686148303588616,1,0.8269195463617569,0.5932923788382172,0.5,FALSE,TRUE,1,1,-0.6935734437757719,-0.46671196073988575,Inf,0,-10,0.8346227020087628,0.367910741268877
26,9,-0.5949666538414815,-0.5949666538414815,1,-0.2889722558043988,1.830738834954384,0.5,FALSE,FALSE,0,1,-0.29977540869119684,-0.8947420625326783,Inf,0,-10,0.5138870417817588,-0.3808550207509195
26,10,-0.5949666538414815,-0.5949666538414815,1,-0.2889722558043988,1.830738834954384,0.5,FALSE,FALSE,0,1,-0.2748315846195682,-0.8697982384610496,Inf,0,-10,-0.24948370999398353,-1.1192819484550331
26,11,-0.5949666538414815,-0.5949666538414815,1,-0.2889722558043988,1.830738834954384,0.5,FALSE,FALSE,0,1,-0.6696332413164968,-1.2645998951579784,Inf,0,-10,-0.2295391846823048,-1.4941390798402832
26,12,-0.5949666538414815,-0.5949666538414815,1,-0.2889722558043988,1.830738834954384,0.5,FALSE,FALSE,0,1,-0.956808727823368,-1.5517753816648496,Inf,0,-10,-0.28883809254529696,-1.8406134742101465
